repo_name,pr_url,filepath,class_name,method_name,is_truly_added,survival_status,code_loc,char_length,tokens,docstring_words,method_name_words,is_getter,is_setter,is_IsHas,is_test,is_in_test_code,is_private,is_dunder_method,has_return,number_of_variable,number_of_print,cyclomatic_complexity,halstead_volume,max_nesting_depth,param_count,call_expression_count,comment_ratio,uses_try_except,uses_constants,avg_var_name_length,status
haconiwa,https://github.com/dai-motoki/haconiwa/pull/5,src/haconiwa/scan/formatter.py,OutputFormatter,_create_table,1,noref_survived,20,1017,202,5,2,0,0,0,0,0,1,0,1,7,0,8,106.27403387250884,1,2,19,0.1290322580645161,0,0,5.625,survived
haconiwa,https://github.com/dai-motoki/haconiwa/pull/5,src/haconiwa/scan/generate_parallel.py,ParallelYAMLGenerator,__init__,1,noref_survived,51,3269,188,0,1,0,0,0,0,0,0,1,0,3,0,1,0.0,0,2,1,0.0363636363636363,0,0,6.5,survived
haconiwa,https://github.com/dai-motoki/haconiwa/pull/5,src/haconiwa/scan/guide_generator.py,GuideGenerator,generate,1,noref_survived,6,551,52,7,1,0,0,0,0,0,0,0,1,2,0,2,2.0,1,3,3,0.1818181818181818,0,0,8.6,survived
haconiwa,https://github.com/dai-motoki/haconiwa/pull/5,src/haconiwa/scan/guide_generator.py,GuideGenerator,_generate_quickstart_guide,1,noref_survived,34,1371,104,4,3,0,0,0,0,0,1,0,1,1,0,1,4.754887502163469,0,2,3,0.0,0,0,6.333333333333333,survived
haconiwa,https://github.com/dai-motoki/haconiwa/pull/5,src/haconiwa/scan/cli.py,,guide,1,noref_survived,14,772,132,7,1,0,0,0,0,0,0,0,0,2,0,3,4.754887502163469,1,4,11,0.0,0,0,7.166666666666667,survived
haconiwa,https://github.com/dai-motoki/haconiwa/pull/5,tests/test_scan/test_scanner.py,TestModelScanner,test_model_name_normalization,1,noref_survived,12,563,67,4,4,0,0,0,1,1,0,0,0,3,0,3,4.754887502163469,1,2,2,0.0625,0,0,9.0,survived
haconiwa,https://github.com/dai-motoki/haconiwa/pull/5,src/haconiwa/scan/scanner.py,ModelScanner,__init__,1,noref_survived,31,1222,164,0,1,0,0,0,0,0,0,1,0,6,0,3,13.931568569324174,0,5,1,0.0571428571428571,0,0,9.8,survived
haconiwa,https://github.com/dai-motoki/haconiwa/pull/5,src/haconiwa/scan/cli.py,,generate_parallel_config,1,noref_survived,93,5784,784,8,3,0,0,0,0,0,0,0,0,26,0,26,215.9031862067748,9,10,71,0.1138211382113821,0,0,8.421052631578947,survived
haconiwa,https://github.com/dai-motoki/haconiwa/pull/5,tests/test_scan/test_cli.py,TestScanCLI,temp_model_dir,1,noref_survived,16,947,103,7,3,0,0,0,0,1,0,0,0,3,0,1,62.26976913547136,2,1,8,0.1538461538461538,0,0,7.0,survived
haconiwa,https://github.com/dai-motoki/haconiwa/pull/5,tests/test_scan/test_scanner.py,TestModelScanner,test_search_by_model_name_no_strip,1,noref_survived,4,321,34,5,7,0,0,0,1,1,0,0,0,2,0,2,4.754887502163469,0,2,2,0.0,0,0,8.0,survived
haconiwa,https://github.com/dai-motoki/haconiwa/pull/5,src/haconiwa/scan/formatter.py,OutputFormatter,_format_tree,1,noref_survived,27,1617,244,4,2,0,0,0,0,0,1,0,1,11,0,2,108.04820237218406,2,2,19,0.0526315789473684,0,0,6.923076923076923,survived
haconiwa,https://github.com/dai-motoki/haconiwa/pull/5,tests/test_scan/test_scanner.py,TestModelScanner,test_ignore_patterns,1,noref_survived,9,658,84,4,3,0,0,0,1,1,0,0,0,3,0,3,88.81055323538621,0,2,6,0.1333333333333333,0,0,7.8,survived
haconiwa,https://github.com/dai-motoki/haconiwa/pull/5,src/haconiwa/scan/scanner.py,ModelScanner,_iter_files,1,noref_survived,10,649,94,7,2,0,0,0,0,0,1,0,0,3,0,8,43.18506523353572,4,2,4,0.0625,0,0,8.0,survived
haconiwa,https://github.com/dai-motoki/haconiwa/pull/5,src/haconiwa/scan/comparator.py,ModelComparator,_compare_parameters,1,noref_survived,24,1385,158,3,2,0,0,0,0,0,1,0,1,6,0,6,4.754887502163469,5,2,3,0.0606060606060606,0,0,9.333333333333334,survived
haconiwa,https://github.com/dai-motoki/haconiwa/pull/5,src/haconiwa/scan/formatter.py,OutputFormatter,_format_json,1,noref_survived,2,130,28,3,2,0,0,0,0,0,1,0,1,0,0,1,0.0,0,2,1,0.0,0,0,4.0,survived
numbagg,https://github.com/numbagg/numbagg/pull/393,numbagg/test/conftest.py,,_transform_for_matrix_function,1,ref_survived,2,405,18,47,4,0,0,0,0,1,1,0,1,0,0,1,6.339850002884625,0,1,1,0.0,0,0,1.0,survived
numbagg,https://github.com/numbagg/numbagg/pull/393,numbagg/test/test_benchmark.py,,test_benchmark_matrix,1,noref_survived,3,209,22,6,3,0,0,0,1,1,0,0,0,1,0,1,0.0,0,4,8,0.0,0,0,7.75,survived
numbagg,https://github.com/numbagg/numbagg/pull/393,numbagg/test/run_benchmarks.py,,get_column_value,1,noref_survived,18,1005,129,11,3,1,0,0,0,1,0,0,1,5,0,12,103.72627427729672,2,5,3,0.08,0,0,8.8,survived
numbagg,https://github.com/numbagg/numbagg/pull/394,numbagg/test/test_matrix_functions.py,TestMovingMatrices,test_rolling_zero_variance_windows,1,noref_survived,12,809,145,6,5,0,0,0,1,1,0,0,0,2,0,7,44.37895002019238,1,3,6,0.25,0,0,7.2,survived
infra,https://github.com/compiler-explorer/infra/pull/1654,bin/lib/builds_core.py,,set_version_for_deployment,1,noref_survived,54,2402,276,13,4,0,1,0,0,0,0,0,1,5,10,18,124.86408532184431,4,3,22,0.0933333333333333,1,0,6.125,survived
fastmcp,https://github.com/jlowin/fastmcp/pull/1190,tests/cli/test_install.py,TestClaudeDesktopInstall,test_claude_desktop_with_new_options,1,noref_survived,17,670,73,7,6,0,0,0,1,1,0,0,0,1,0,4,25.26619429851844,0,1,3,0.0,0,0,4.25,survived
fastmcp,https://github.com/jlowin/fastmcp/pull/1190,tests/cli/test_cli.py,TestDevCommand,test_dev_command_parsing_with_new_options,1,noref_survived,21,850,98,8,7,0,0,0,1,1,0,0,0,1,0,7,68.53238859703687,0,1,3,0.0,0,0,4.25,survived
fastmcp,https://github.com/jlowin/fastmcp/pull/1190,tests/cli/test_install.py,TestClaudeCodeInstall,test_claude_code_with_new_options,1,noref_survived,17,675,73,7,6,0,0,0,1,1,0,0,0,1,0,4,25.26619429851844,0,1,3,0.0,0,0,4.25,survived
fastmcp,https://github.com/jlowin/fastmcp/pull/1190,tests/cli/test_run_with_uv.py,TestRunWithUv,test_run_with_uv_python_version,1,noref_survived,18,609,82,5,6,0,0,0,1,1,0,0,0,3,0,3,13.931568569324174,1,2,4,0.0,0,0,5.75,survived
fastmcp,https://github.com/jlowin/fastmcp/pull/1190,tests/cli/test_install.py,TestInstallCommandParsing,test_python_option,1,noref_survived,11,579,82,7,3,0,0,0,1,1,0,0,0,2,0,4,15.509775004326936,1,1,1,0.0,0,0,6.6,survived
kura,https://github.com/567-labs/kura/pull/53,kura/v1/visualization.py,,_load_clusters_from_checkpoint,1,noref_survived,11,922,80,34,4,0,0,0,0,0,1,0,1,2,0,4,2.0,2,1,8,0.0,1,0,12.666666666666666,survived
bayesianbandits,https://github.com/bayesianbandits/bayesianbandits/pull/170,tests/test_agent_pipeline.py,,make_arms,1,noref_survived,4,281,46,8,2,0,0,0,0,1,0,0,1,1,0,3,4.754887502163469,1,2,2,0.0,0,0,10.0,survived
bayesianbandits,https://github.com/bayesianbandits/bayesianbandits/pull/170,bayesianbandits/pipelines/_agent.py,NonContextualAgentPipeline,__repr__,1,noref_survived,6,316,24,2,1,0,0,0,0,0,0,1,1,1,0,2,0.0,0,1,1,0.0,0,0,7.0,survived
bayesianbandits,https://github.com/bayesianbandits/bayesianbandits/pull/170,bayesianbandits/pipelines/_learner.py,LearnerPipeline,__repr__,1,noref_survived,10,466,34,2,1,0,0,0,0,0,0,1,1,2,0,3,0.0,1,1,1,0.0,0,0,8.666666666666666,survived
bayesianbandits,https://github.com/bayesianbandits/bayesianbandits/pull/170,tests/test_agent_pipeline.py,TestAgentPipelineFactory,test_agent_dispatch,1,noref_survived,7,404,58,7,3,0,0,0,1,1,0,0,0,4,0,3,4.754887502163469,0,1,7,0.0,0,0,5.2,survived
bayesianbandits,https://github.com/bayesianbandits/bayesianbandits/pull/170,tests/test_agent_pipeline.py,TestNonContextualAgentPipeline,test_update,1,noref_survived,8,390,65,3,2,0,0,0,1,1,0,0,0,5,0,1,0.0,0,1,8,0.1333333333333333,0,0,4.5,survived
bayesianbandits,https://github.com/bayesianbandits/bayesianbandits/pull/170,tests/test_learner_pipeline.py,TestLearnerPipelineInterface,test_sample_method,1,noref_survived,8,500,93,5,3,0,0,0,1,1,0,0,0,2,0,4,23.264662506490403,0,1,5,0.2,0,0,4.75,survived
bayesianbandits,https://github.com/bayesianbandits/bayesianbandits/pull/170,tests/test_agent_pipeline.py,TestValidateSteps,test_validate_valid_steps,1,noref_survived,6,262,31,5,4,0,0,0,1,1,0,0,0,1,0,1,0.0,0,1,3,0.125,0,0,4.5,survived
bayesianbandits,https://github.com/bayesianbandits/bayesianbandits/pull/170,tests/test_agent_pipeline.py,TestIntegrationScenarios,normalize_features,1,noref_survived,2,148,30,2,2,0,0,0,0,1,0,0,1,0,0,1,15.509775004326936,0,1,1,0.0,0,0,1.0,survived
bayesianbandits,https://github.com/bayesianbandits/bayesianbandits/pull/170,tests/test_agent_pipeline.py,TestContextualAgentPipeline,test_repr,1,noref_survived,8,410,59,3,2,0,0,0,1,1,0,0,0,5,0,3,12.0,0,1,7,0.0,0,0,5.666666666666667,survived
bayesianbandits,https://github.com/bayesianbandits/bayesianbandits/pull/170,tests/test_learner_pipeline.py,TestLearnerPipelineInit,test_missing_learner_methods_error,1,noref_survived,8,445,46,8,5,0,0,0,1,1,0,0,0,0,0,1,0.0,1,1,3,0.0769230769230769,0,0,4.0,survived
bayesianbandits,https://github.com/bayesianbandits/bayesianbandits/pull/170,tests/test_agent_pipeline.py,TestTransformationFlow,test_dict_vectorizer_integration,1,noref_survived,19,842,163,4,4,0,0,0,1,1,0,0,0,9,0,3,4.754887502163469,0,1,12,0.0384615384615384,0,0,6.1,survived
bayesianbandits,https://github.com/bayesianbandits/bayesianbandits/pull/170,bayesianbandits/pipelines/_agent.py,NonContextualAgentPipeline,__getitem__,1,noref_survived,4,204,40,7,1,0,0,0,0,0,0,1,1,0,0,2,0.0,1,2,1,0.0,0,0,3.5,survived
PraisonAI,https://github.com/MervinPraison/PraisonAI/pull/1021,src/praisonai-agents/praisonaiagents/agent/context_agent.py,ContextAgent,_format_prp_documentation,1,noref_survived,2,168,27,5,3,0,0,0,0,0,1,0,1,0,0,2,0.0,0,2,1,0.0,0,0,4.0,survived
PraisonAI,https://github.com/MervinPraison/PraisonAI/pull/1021,src/praisonai-agents/praisonaiagents/agent/context_agent.py,ContextAgent,_generate_prp_implementation_blueprint,1,noref_survived,2,227,24,5,4,0,0,0,0,0,1,0,1,0,0,1,0.0,0,3,0,0.0,0,0,9.0,survived
PraisonAI,https://github.com/MervinPraison/PraisonAI/pull/1021,examples/python/concepts/context-engineering-workflow.py,,demonstrate_context_engineering_benefits,1,noref_survived,24,1590,100,7,4,0,0,0,0,0,0,0,0,0,23,1,4.754887502163469,0,0,23,0.0625,0,0,0.0,survived
PraisonAI,https://github.com/MervinPraison/PraisonAI/pull/1021,src/praisonai-agents/praisonaiagents/agent/context_agent.py,ContextAgent,_format_architecture_patterns,1,noref_survived,2,231,20,6,3,0,0,0,0,0,1,0,1,0,0,1,0.0,0,2,1,0.0,0,0,8.0,survived
mlflow,https://github.com/mlflow/mlflow/pull/16482,dev/clint/src/clint/rules/do_not_disable.py,DoNotDisable,_message,1,noref_survived,2,78,10,0,1,0,0,0,0,0,1,0,1,0,0,1,0.0,0,1,0,0.0,0,0,4.0,survived
mlflow,https://github.com/mlflow/mlflow/pull/16482,dev/clint/src/clint/rules/pytest_mark_repeat.py,PytestMarkRepeat,check,1,noref_survived,5,342,51,8,1,0,0,0,0,1,0,0,1,0,0,3,15.509775004326936,0,2,2,0.0,0,0,5.0,survived
mlflow,https://github.com/mlflow/mlflow/pull/16482,dev/clint/src/clint/rules/extraneous_docstring_param.py,ExtraneousDocstringParam,__init__,1,noref_survived,2,79,20,0,1,0,0,0,0,0,0,1,0,1,0,1,0.0,0,2,0,0.0,0,0,5.0,survived
mlflow,https://github.com/mlflow/mlflow/pull/16482,dev/clint/src/clint/rules/mlflow_class_name.py,MlflowClassName,_message,1,noref_survived,2,108,10,0,1,0,0,0,0,0,1,0,1,0,0,1,0.0,0,1,0,0.0,0,0,4.0,survived
mlflow,https://github.com/mlflow/mlflow/pull/16482,dev/clint/src/clint/rules/unknown_mlflow_function.py,UnknownMlflowFunction,_message,1,noref_survived,5,188,13,0,1,0,0,0,0,0,1,0,1,0,0,1,0.0,0,1,0,0.0,0,0,4.0,survived
mlflow,https://github.com/mlflow/mlflow/pull/16482,dev/clint/src/clint/rules/test_name_typo.py,TestNameTypo,_message,1,noref_survived,2,122,10,0,1,0,0,0,0,1,1,0,1,0,0,1,0.0,0,1,0,0.0,0,0,4.0,survived
mlflow,https://github.com/mlflow/mlflow/pull/16482,dev/clint/src/clint/rules/forbidden_top_level_import.py,ForbiddenTopLevelImport,__init__,1,noref_survived,2,74,17,0,1,0,0,0,0,0,0,1,0,1,0,1,0.0,0,2,0,0.0,0,0,5.0,survived
mlflow,https://github.com/mlflow/mlflow/pull/16482,dev/clint/src/clint/rules/unparameterized_generic_type.py,UnparameterizedGenericType,is_generic_type,1,noref_survived,15,499,79,0,3,0,0,1,0,0,0,0,1,0,0,3,13.931568569324174,2,2,3,0.0,0,0,6.666666666666667,survived
mlflow,https://github.com/mlflow/mlflow/pull/16482,dev/clint/src/clint/rules/missing_docstring_param.py,MissingDocstringParam,__init__,1,noref_survived,2,79,20,0,1,0,0,0,0,0,0,1,0,1,0,1,0.0,0,2,0,0.0,0,0,5.0,survived
mlflow,https://github.com/mlflow/mlflow/pull/16482,dev/clint/src/clint/rules/typing_extensions.py,TypingExtensions,_message,1,noref_survived,7,383,15,0,1,0,0,0,0,0,1,0,1,0,0,1,0.0,0,1,0,0.0,0,0,4.0,survived
mlflow,https://github.com/mlflow/mlflow/pull/16482,dev/clint/src/clint/rules/extraneous_docstring_param.py,ExtraneousDocstringParam,_message,1,noref_survived,2,98,10,0,1,0,0,0,0,0,1,0,1,0,0,1,0.0,0,1,0,0.0,0,0,4.0,survived
mlflow,https://github.com/mlflow/mlflow/pull/16482,dev/clint/src/clint/rules/unparameterized_generic_type.py,UnparameterizedGenericType,_message,1,noref_survived,5,181,13,0,1,0,0,0,0,0,1,0,1,0,0,1,0.0,0,1,0,0.0,0,0,4.0,survived
mlflow,https://github.com/mlflow/mlflow/pull/16482,dev/clint/src/clint/rules/example_syntax_error.py,ExampleSyntaxError,_message,1,noref_survived,2,80,10,0,1,0,0,0,0,0,1,0,1,0,0,1,0.0,0,1,0,0.0,0,0,4.0,survived
mlflow,https://github.com/mlflow/mlflow/pull/16482,dev/clint/src/clint/rules/use_sys_executable.py,UseSysExecutable,check,1,noref_survived,18,814,121,8,1,0,0,0,0,0,0,0,1,3,0,10,109.80793556946902,2,2,5,0.0,0,0,7.8,survived
mlflow,https://github.com/mlflow/mlflow/pull/16758,tests/webhooks/test_e2e.py,,test_webhook_test_with_specific_event,1,noref_survived,27,1123,136,0,6,0,0,0,1,1,0,0,0,3,0,7,66.60791492653966,0,2,5,0.1176470588235294,0,0,8.0,survived
mlflow,https://github.com/mlflow/mlflow/pull/16758,tests/webhooks/test_e2e.py,,test_webhook_test_secure_endpoint,1,noref_survived,22,1137,161,0,5,0,0,0,1,1,0,0,0,3,0,10,98.09910819000817,0,2,6,0.1379310344827586,0,1,8.0,survived
mlflow,https://github.com/mlflow/mlflow/pull/16758,mlflow/store/model_registry/rest_store.py,RestStore,test_webhook,1,noref_survived,6,736,64,43,2,0,0,0,1,1,0,0,1,2,0,2,0.0,0,3,5,0.0,0,0,8.2,survived
mlflow,https://github.com/mlflow/mlflow/pull/16758,tests/webhooks/test_e2e.py,,test_webhook_test_with_wrong_secret,1,noref_survived,16,864,118,0,6,0,0,0,1,1,0,0,0,3,0,8,82.0447025077789,0,2,5,0.1739130434782608,0,0,8.0,survived
mlflow,https://github.com/mlflow/mlflow/pull/16758,mlflow/webhooks/dispatch.py,,test_webhook,1,noref_survived,29,2154,201,37,2,0,0,0,1,1,0,0,1,7,0,9,72.64806399138325,7,2,10,0.0416666666666666,1,0,10.444444444444445,survived
basic-memory,https://github.com/basicmachines-co/basic-memory/pull/241,tests/cli/test_import_memory_json.py,,test_import_json_command_missing_name_key,1,noref_survived,31,1356,164,10,7,0,0,0,1,1,0,0,0,4,0,5,55.506595772116384,2,1,8,0.0789473684210526,0,0,9.2,survived
spy,https://github.com/spylang/spy/pull/134,spy/tests/compiler/test_opimpl.py,TestOpImpl,test_new_OpImpl,1,noref_survived,14,413,47,0,4,0,0,0,1,1,0,0,0,2,0,4,4.754887502163469,0,1,4,0.0,0,0,5.0,survived
numbagg,https://github.com/numbagg/numbagg/pull/384,numbagg/test/test_nancorrmatrix.py,TestNanCorrMatrix,test_comparison_with_numpy,1,noref_survived,6,300,50,0,4,0,0,0,1,1,0,0,0,3,0,1,0.0,0,1,5,0.1111111111111111,0,0,5.5,survived
numbagg,https://github.com/numbagg/numbagg/pull/384,numbagg/test/test_nancovmatrix.py,TestNanCovMatrix,test_zero_mean_variables,1,noref_survived,5,271,62,0,4,0,0,0,1,1,0,0,0,3,0,1,6.339850002884625,0,1,4,0.1428571428571428,0,0,5.5,survived
fastmcp,https://github.com/jlowin/fastmcp/pull/870,tests/server/middleware/test_middleware.py,TestNestedMiddlewareHooks,nested_mcp_server,1,noref_survived,25,1034,177,0,3,0,0,0,0,1,0,0,1,1,0,1,4.754887502163469,0,2,7,0.0,0,0,8.0,survived
wvlet,https://github.com/wvlet/wvlet/pull/989,sdks/python/tests/test_compiler.py,,test_compile_function,1,noref_survived,7,361,39,5,3,0,0,0,1,1,0,0,0,1,0,4,15.509775004326936,1,0,3,0.1111111111111111,1,0,3.0,survived
wvlet,https://github.com/wvlet/wvlet/pull/989,sdks/python/wvlet/compiler.py,,_load_native_library,1,noref_survived,22,1094,147,20,3,0,0,0,0,0,1,0,1,9,0,4,11.60964047443681,1,0,7,0.0833333333333333,1,0,5.857142857142857,survived
Qcodes,https://github.com/microsoft/Qcodes/pull/7213,tests/dataset/test_export_datasets_and_create_metadata_db.py,,test_export_datasets_upgrade_flags,1,ref_survived,13,876,73,5,5,0,0,0,1,1,0,0,0,4,0,2,13.931568569324174,1,3,6,0.15,0,0,11.625,survived
AGI-Alpha-Agent-v0,https://github.com/MontrealAI/AGI-Alpha-Agent-v0/pull/2564,tests/test_register_mesh_backoff.py,,test_register_mesh_retries,1,noref_survived,8,378,72,0,4,0,0,0,1,1,0,0,0,3,0,2,4.754887502163469,0,1,7,0.0,0,0,7.5,survived
meta-agent,https://github.com/DannyMac180/meta-agent/pull/51,tests/test_policy_checker.py,,test_policy_checker_custom_plugin,1,noref_survived,7,246,47,0,5,0,0,0,1,1,0,0,1,2,0,2,4.754887502163469,0,0,4,0.0,0,0,6.5,survived
meta-agent,https://github.com/DannyMac180/meta-agent/pull/51,src/meta_agent/policy.py,PolicyChecker,_check,1,noref_survived,4,211,26,0,1,0,0,0,0,0,1,0,1,0,0,2,0.0,1,1,2,0.0,0,0,4.0,survived
AGI-Alpha-Agent-v0,https://github.com/MontrealAI/AGI-Alpha-Agent-v0/pull/974,tests/test_root_config.py,,test_settings_vault_auto,1,noref_survived,15,677,130,0,4,0,0,0,1,1,0,0,1,2,0,2,4.754887502163469,0,1,9,0.0,0,0,9.5,survived
AGI-Alpha-Agent-v0,https://github.com/MontrealAI/AGI-Alpha-Agent-v0/pull/974,src/utils/config.py,Settings,__repr__,1,noref_survived,6,277,58,0,1,0,0,0,0,0,0,1,1,2,0,5,15.509775004326936,2,1,4,0.0,0,0,4.0,survived
pgqueuer,https://github.com/janbjorge/pgqueuer/pull/410,test/windows/test_shutdown.py,,factory,1,noref_survived,2,88,19,0,1,0,0,0,0,1,0,0,1,0,0,1,0.0,0,0,1,0.0,0,0,0.0,survived
claude-code-is-programmable,https://github.com/disler/claude-code-is-programmable/pull/4,claude_testing_v1.py,,run_claude_json,1,noref_survived,7,254,49,6,3,0,0,0,0,1,0,0,1,1,0,1,0.0,0,3,2,0.0,0,0,7.0,survived
AGI-Alpha-Agent-v0,https://github.com/MontrealAI/AGI-Alpha-Agent-v0/pull/1310,tests/test_self_improver.py,DummyLedger,log,1,noref_survived,2,46,11,0,1,0,0,0,0,1,0,0,0,0,0,1,0.0,0,2,0,0.0,0,0,4.0,survived
AGI-Alpha-Agent-v0,https://github.com/MontrealAI/AGI-Alpha-Agent-v0/pull/1315,tests/test_safety_agent.py,,run,1,noref_survived,4,132,27,0,1,0,0,0,0,1,0,0,0,0,0,1,0.0,1,0,2,0.0,0,0,0.0,survived
AGI-Alpha-Agent-v0,https://github.com/MontrealAI/AGI-Alpha-Agent-v0/pull/1315,tests/test_safety_agent.py,CaptureBus,publish,1,noref_survived,3,174,40,0,1,0,0,0,0,1,0,0,0,0,0,1,0.0,0,3,3,0.0,0,0,4.0,survived
Webscout,https://github.com/OEvortex/Webscout/pull/61,webscout/Provider/TTI/aiforce.py,AiForceimager,save,1,noref_survived,24,1867,189,86,1,0,0,0,0,0,0,0,1,6,0,6,97.70233280920246,2,5,11,0.0,0,0,8.454545454545455,survived
Webscout,https://github.com/OEvortex/Webscout/pull/61,webscout/Provider/TTI/artbit.py,ArtbitImager,__init__,1,noref_survived,8,651,81,25,1,0,0,0,0,0,0,1,0,5,0,1,0.0,0,3,4,0.0,0,0,6.0,survived
Webscout,https://github.com/OEvortex/Webscout/pull/61,webscout/Provider/TTI/aiarta.py,AIArtaImager,generate,1,noref_survived,78,5576,422,143,1,0,0,0,0,0,0,0,1,17,0,14,129.32351694048162,6,11,27,0.0583941605839416,1,0,10.0,survived
Webscout,https://github.com/OEvortex/Webscout/pull/61,webscout/Provider/TTI/piclumen.py,PiclumenImager,__init__,1,noref_survived,30,1666,150,34,1,0,0,0,0,0,0,1,0,6,0,2,0.0,1,3,4,0.0,0,0,6.0,survived
Webscout,https://github.com/OEvortex/Webscout/pull/61,webscout/Provider/TTI/artbit.py,ArtbitImager,generate,1,noref_survived,30,1598,168,53,1,0,0,0,0,0,0,0,1,6,0,6,4.754887502163469,2,6,9,0.0,1,0,8.545454545454545,survived
Webscout,https://github.com/OEvortex/Webscout/pull/61,webscout/Provider/TTI/pollinations.py,PollinationsAI,add_variety,1,noref_survived,2,118,27,0,2,0,0,0,0,0,0,0,1,0,0,3,2.0,0,0,3,0.0,0,0,0.0,survived
Webscout,https://github.com/OEvortex/Webscout/pull/61,webscout/Provider/TTI/fastflux.py,FastFluxImager,generate,1,noref_survived,51,3509,265,122,1,0,0,0,0,0,0,0,1,8,1,13,143.95954188301644,4,8,17,0.0319148936170212,1,0,7.533333333333333,survived
